Time (s),Vehicle speed (km/h),Road grade (%)
0.0,0.0,0.0
654.996,0.0,0.0
655.996,2.000422622747048,0.0
656.996,3.000633934120572,0.0
657.996,3.000633934120572,0.0
658.996,5.00105655686762,0.0
659.996,6.001267868241144,0.0
660.996,8.001690490988192,0.0
661.996,10.00211311373524,0.0
662.996,10.00211311373524,0.0
663.996,11.002324425108764,0.0
664.996,11.002324425108764,0.0
665.996,13.002747047855811,0.0
666.996,13.002747047855811,0.0
667.996,13.002747047855811,0.0
668.996,13.002747047855811,0.0
669.996,11.002324425108764,0.0
670.996,10.00211311373524,0.0
671.996,8.001690490988192,0.0
672.996,5.00105655686762,0.0
673.996,2.000422622747048,0.0
674.996,0.0,0.0
768.996,0.0,0.0
769.996,3.000633934120572,0.0
770.996,6.001267868241144,0.0
771.996,8.001690490988192,0.0
772.996,10.00211311373524,0.0
773.996,10.00211311373524,0.0
774.996,11.002324425108764,0.0
775.996,11.002324425108764,0.0
776.996,11.002324425108764,0.0
777.996,10.00211311373524,0.0
778.996,8.001690490988192,0.0
779.996,8.001690490988192,0.0
780.996,10.00211311373524,0.0
781.996,10.00211311373524,0.0
782.996,10.00211311373524,0.0
783.996,10.00211311373524,0.0
784.996,10.00211311373524,0.0
785.996,10.00211311373524,0.0
786.996,10.00211311373524,0.0
787.996,10.00211311373524,0.0
788.996,10.00211311373524,0.0
789.996,11.002324425108764,0.0
791.0,11.002324425108764,0.0
791.996,11.002324425108764,0.0
793.0,11.002324425108764,0.0
793.996,11.002324425108764,0.0
794.996,10.00211311373524,0.0
795.996,10.00211311373524,0.0
796.996,8.001690490988192,0.0
797.996,8.001690490988192,0.0
798.996,8.001690490988192,0.0
799.996,10.00211311373524,0.0
800.996,10.00211311373524,0.0
801.996,11.002324425108764,0.0
802.996,13.002747047855811,0.0
803.996,14.002958359229336,0.0
804.996,16.00338098197638,0.0
805.996,16.00338098197638,0.0
806.996,16.00338098197638,0.0
807.996,14.002958359229336,0.0
808.996,13.002747047855811,0.0
810.0,10.00211311373524,0.0
810.0,10.00211311373524,0.0
810.996,10.00211311373524,0.0
811.996,6.001267868241144,0.0
812.996,5.00105655686762,0.0
813.996,5.00105655686762,0.0
814.996,10.00211311373524,0.0
815.996,11.002324425108764,0.0
816.996,13.002747047855811,0.0
817.996,16.00338098197638,0.0
818.996,19.004014916096956,0.0
819.996,24.005071472964573,0.0
820.996,27.00570540708515,0.0
821.996,31.006550652579243,0.0
822.996,32.006761963952776,0.0
823.996,34.007184586699815,0.0
824.996,35.00739589807334,0.0
825.996,35.00739589807334,0.0
826.996,35.00739589807334,0.0
827.996,37.007818520820386,0.0
828.996,37.007818520820386,0.0
829.996,37.007818520820386,0.0
830.996,37.007818520820386,0.0
831.996,35.00739589807334,0.0
832.996,34.007184586699815,0.0
833.996,29.006128029832194,0.0
834.996,29.006128029832194,0.0
835.996,27.00570540708515,0.0
836.996,23.004860161591054,0.0
837.996,19.004014916096956,0.0
838.996,18.00380360472343,0.0
839.996,18.00380360472343,0.0
839.996,18.00380360472343,0.0
840.996,14.002958359229336,0.0
841.996,11.002324425108764,0.0
842.996,10.00211311373524,0.0
843.996,6.001267868241144,0.0
844.996,5.00105655686762,0.0
845.996,3.000633934120572,0.0
846.996,2.000422622747048,0.0
847.996,0.0,0.0
848.996,2.000422622747048,0.0
849.996,6.001267868241144,0.0
850.996,10.00211311373524,0.0
851.996,10.00211311373524,0.0
852.996,10.00211311373524,0.0
853.996,6.001267868241144,0.0
854.996,3.000633934120572,0.0
855.996,2.000422622747048,0.0
856.996,0.0,0.0
866.996,0.0,0.0
867.996,3.000633934120572,0.0
868.996,6.001267868241144,0.0
869.996,6.001267868241144,0.0
869.996,6.001267868241144,0.0
870.996,3.000633934120572,0.0
871.996,2.000422622747048,0.0
872.996,0.0,0.0
883.996,0.0,0.0
884.996,3.000633934120572,0.0
885.996,8.001690490988192,0.0
886.996,11.002324425108764,0.0
887.996,16.00338098197638,0.0
888.996,19.004014916096956,0.0
889.996,24.005071472964573,0.0
890.996,29.006128029832194,0.0
891.996,34.007184586699815,0.0
892.996,37.007818520820386,0.0
893.996,39.00824114356743,0.0
894.996,42.008875077688,0.0
895.996,43.00908638906153,0.0
896.996,47.009931634555635,0.0
897.996,48.01014294592915,0.0
898.996,50.0105655686762,0.0
899.996,51.01077688004972,0.0
899.996,51.01077688004972,0.0
900.996,53.011199502796764,0.0
901.996,55.01162212554381,0.0
902.996,56.01183343691734,0.0
903.996,56.01183343691734,0.0
904.996,58.01225605966439,0.0
905.996,58.01225605966439,0.0
906.996,58.01225605966439,0.0
907.996,58.01225605966439,0.0
908.996,58.01225605966439,0.0
909.996,58.01225605966439,0.0
910.996,58.01225605966439,0.0
911.996,58.01225605966439,0.0
912.996,58.01225605966439,0.0
913.996,58.01225605966439,0.0
914.996,58.01225605966439,0.0
915.996,58.01225605966439,0.0
916.996,58.01225605966439,0.0
917.996,58.01225605966439,0.0
918.996,58.01225605966439,0.0
919.996,56.01183343691734,0.0
920.996,55.01162212554381,0.0
921.996,53.011199502796764,0.0
922.996,53.011199502796764,0.0
923.996,53.011199502796764,0.0
924.996,53.011199502796764,0.0
925.996,53.011199502796764,0.0
926.996,51.01077688004972,0.0
927.996,53.011199502796764,0.0
928.996,55.01162212554381,0.0
929.996,55.01162212554381,0.0
930.996,55.01162212554381,0.0
931.996,51.01077688004972,0.0
933.0,48.01014294592915,0.0
933.996,47.009931634555635,0.0
934.996,43.00908638906153,0.0
935.996,40.00845245494096,0.0
936.996,37.007818520820386,0.0
937.996,35.00739589807334,0.0
939.0,32.006761963952776,0.0
939.996,29.006128029832194,0.0
940.996,26.005494095711622,0.0
941.996,24.005071472964573,0.0
942.996,23.004860161591054,0.0
943.996,19.004014916096956,0.0
944.996,16.00338098197638,0.0
945.996,13.002747047855811,0.0
946.996,11.002324425108764,0.0
947.996,11.002324425108764,0.0
948.996,10.00211311373524,0.0
949.996,8.001690490988192,0.0
950.996,8.001690490988192,0.0
951.996,6.001267868241144,0.0
952.996,6.001267868241144,0.0
953.996,5.00105655686762,0.0
954.996,3.000633934120572,0.0
955.996,2.000422622747048,0.0
956.996,0.0,0.0
980.996,0.0,0.0
981.9959999999999,5.00105655686762,0.0
982.9960000000001,13.002747047855811,0.0
983.996,19.004014916096956,0.0
984.996,26.005494095711622,0.0
985.9959999999999,31.006550652579243,0.0
986.9960000000001,34.007184586699815,0.0
987.996,39.00824114356743,0.0
988.9959999999999,42.008875077688,0.0
989.9960000000001,43.00908638906153,0.0
989.9960000000001,43.00908638906153,0.0
990.996,43.00908638906153,0.0
992.0000000000001,45.009509011808575,0.0
992.9959999999999,47.009931634555635,0.0
993.9960000000001,48.01014294592915,0.0
994.996,48.01014294592915,0.0
995.996,48.01014294592915,0.0
996.9959999999999,48.01014294592915,0.0
997.9960000000001,48.01014294592915,0.0
998.996,45.009509011808575,0.0
999.996,42.008875077688,0.0
1000.9959999999999,40.00845245494096,0.0
1001.9960000000001,39.00824114356743,0.0
1002.996,37.007818520820386,0.0
1003.9959999999999,35.00739589807334,0.0
1004.9960000000001,34.007184586699815,0.0
1005.996,32.006761963952776,0.0
1006.996,29.006128029832194,0.0
1007.9959999999999,27.00570540708515,0.0
1009.0,26.005494095711622,0.0
1009.996,21.004437538844,0.0
1010.996,18.00380360472343,0.0
1011.9959999999999,16.00338098197638,0.0
1012.9960000000001,14.002958359229336,0.0
1013.996,13.002747047855811,0.0
1014.996,10.00211311373524,0.0
1015.9959999999999,8.001690490988192,0.0
1016.9960000000001,8.001690490988192,0.0
1017.996,6.001267868241144,0.0
1018.9959999999999,3.000633934120572,0.0
1019.9960000000001,2.000422622747048,0.0
1020.996,0.0,0.0
1088.996,0.0,0.0
1089.996,3.000633934120572,0.0
1090.996,10.00211311373524,0.0
1091.996,19.004014916096956,0.0
1093.003,27.00570540708515,0.0
1093.996,35.00739589807334,0.0
1094.996,43.00908638906153,0.0
1095.996,51.01077688004972,0.0
1096.996,56.01183343691734,0.0
1097.996,61.01288999378495,0.0
1098.996,64.01352392790554,0.0
1099.996,66.01394655065258,0.0
1100.996,66.01394655065258,0.0
1101.996,66.01394655065258,0.0
1102.996,68.01436917339963,0.0
1103.996,68.01436917339963,0.0
1104.996,68.01436917339963,0.0
1105.996,66.01394655065258,0.0
1107.0,61.01288999378495,0.0
1107.996,58.01225605966439,0.0
1108.996,55.01162212554381,0.0
1109.996,50.0105655686762,0.0
1110.996,47.009931634555635,0.0
1111.996,45.009509011808575,0.0
1112.996,43.00908638906153,0.0
1113.996,43.00908638906153,0.0
1114.996,48.01014294592915,0.0
1115.996,53.011199502796764,0.0
1116.996,56.01183343691734,0.0
1117.996,58.01225605966439,0.0
1118.996,60.01267868241145,0.0
1119.996,61.01288999378495,0.0
1120.996,63.013312616532005,0.0
1121.996,64.01352392790554,0.0
1122.996,64.01352392790554,0.0
1123.996,68.01436917339963,0.0
1124.996,69.01458048477315,0.0
1125.996,69.01458048477315,0.0
1126.996,71.0150031075202,0.0
1128.0,74.01563704164077,0.0
1128.996,74.01563704164077,0.0
1129.996,74.01563704164077,0.0
1130.996,74.01563704164077,0.0
1131.996,72.01521441889372,0.0
1132.996,71.0150031075202,0.0
1133.996,69.01458048477315,0.0
1134.996,69.01458048477315,0.0
1135.996,69.01458048477315,0.0
1136.996,69.01458048477315,0.0
1137.996,69.01458048477315,0.0
