Time (s),Vehicle speed (km/h),Road grade (%),Cumulative distance (m)
0.0,0.0,0.0,0.0
1.0,2.000422622747048,0.0,0.27783647528242905
2.0,5.00105655686762,0.0,1.2502641391368523
3.0,8.001690490988192,0.0,3.0562012292044844
4.0,10.00211311373524,0.0,5.556729507478189
5.0,10.00211311373524,0.0,8.335094261400245
6.0,13.002747047855811,0.0,11.530213728245943
7.0,13.002747047855811,0.0,15.142087908381209
8.0,14.002958359229336,0.0,18.892880326157687
9.0,14.002958359229336,0.0,22.78259098157538
10.0,18.00380360472343,0.0,27.22797458755793
11.0,19.004014916096956,0.0,32.36794938211248
12.0,19.004014916096956,0.0,37.64684241430824
13.0,19.004014916096956,0.0,42.92573544686992
14.0,21.004437538844,0.0,48.48246495398219
15.0,23.004860161591054,0.0,54.594867412757075
16.0,23.004860161591054,0.0,60.98510634608255
17.0,23.004860161591054,0.0,67.37534527977395
18.0,23.004860161591054,0.0,73.76558421346535
19.0,23.004860161591054,0.0,80.15582314715675
20.0,23.004860161591054,0.0,86.54606208084815
21.0,21.004437538844,0.0,92.65846453925711
22.0,21.004437538844,0.0,98.49303052238365
23.0,21.004437538844,0.0,104.3275965055102
24.0,18.00380360472343,0.0,109.74540777534718
25.0,11.002324425108764,0.0,113.77403666840608
26.0,10.00211311373524,0.0,116.69131965996935
27.0,10.00211311373524,0.0,119.46968441352548
28.0,8.001690490988192,0.0,121.97021269253104
29.0,11.002324425108764,0.0,124.60965920844595
30.0,11.002324425108764,0.0,127.66586043765044
31.000000000000004,16.00338098197638,0.0,131.416652855061
32.0,16.00338098197638,0.0,135.86203646140947
33.0,16.00338098197638,0.0,140.307420067392
34.0,16.00338098197638,0.0,144.75280367337456
35.0,16.00338098197638,0.0,149.19818727935711
36.0,16.00338098197638,0.0,153.64357088533967
37.0,16.00338098197638,0.0,158.08895449132223
38.0,16.00338098197638,0.0,162.53433809767068
39.0,16.00338098197638,0.0,166.9797217032873
40.0,16.00338098197638,0.0,171.42510530926987
41.0,16.00338098197638,0.0,175.87048891525242
42.0,16.00338098197638,0.0,180.31587252123498
43.0,16.00338098197638,0.0,184.76125612721754
44.0,16.00338098197638,0.0,189.2066397332001
45.0,18.00380360472343,0.0,193.929859814831
46.0,18.00380360472343,0.0,198.9309163717443
47.0,18.00380360472343,0.0,203.93197292902357
48.0,18.00380360472343,0.0,208.93302948557098
49.0,18.00380360472343,0.0,213.9340860424843
50.0,18.00380360472343,0.0,218.93514259939764
51.0,18.00380360472343,0.0,223.93619915631098
52.0,18.00380360472343,0.0,228.9372557132243
53.0,18.00380360472343,0.0,233.9383122697717
54.0,18.00380360472343,0.0,238.93936882705097
55.0,18.00380360472343,0.0,243.94042538396428
56.0,18.00380360472343,0.0,248.94148194087762
57.0,18.00380360472343,0.0,253.94253849779096
58.0,18.00380360472343,0.0,258.9435950550702
59.0,18.00380360472343,0.0,263.94465161161764
60.0,18.00380360472343,0.0,268.9457081685309
60.0,18.00380360472343,0.0,273.94676472544427
61.0,18.00380360472343,0.0,278.9478212823576
62.00000000000001,18.00380360472343,0.0,283.94887783927095
63.0,18.00380360472343,0.0,288.94993439581833
64.0,18.00380360472343,0.0,293.95099095309763
65.0,18.00380360472343,0.0,298.9520475100109
66.0,19.004014916096956,0.0,304.0920223045655
67.0,19.004014916096956,0.0,309.37091533676124
68.0,19.004014916096956,0.0,314.6498083685911
69.0,19.004014916096956,0.0,319.92870140115275
70.0,19.004014916096956,0.0,325.2075944333485
71.0,19.004014916096956,0.0,330.48648746554426
72.0,19.004014916096956,0.0,335.7653804973741
73.0,19.004014916096956,0.0,341.0442735299358
74.0,19.004014916096956,0.0,346.3231665621316
75.0,19.004014916096956,0.0,351.60205959432733
76.0,21.004437538844,0.0,357.1587891018055
77.0,21.004437538844,0.0,362.99335508493203
78.0,23.004860161591054,0.0,369.10575754334104
79.0,23.004860161591054,0.0,375.4959964770324
80.0,23.004860161591054,0.0,381.8862354107238
81.0,23.004860161591054,0.0,388.2764743440493
82.0,23.004860161591054,0.0,394.6667132781066
83.0,23.004860161591054,0.0,401.05695221216394
84.0,23.004860161591054,0.0,407.4471911454894
85.0,21.004437538844,0.0,413.5595936038984
86.0,21.004437538844,0.0,419.39415958702494
87.0,19.004014916096956,0.0,424.9508890945031
88.0,19.004014916096956,0.0,430.22978212669886
89.0,19.004014916096956,0.0,435.5086751588946
90.0,21.004437538844,0.0,441.06540466673874
90.0,21.004437538844,0.0,446.622134173851
91.0,21.004437538844,0.0,452.45670015697755
92.0,21.004437538844,0.0,458.2912661401041
93.0,23.004860161591054,0.0,464.40366859851304
94.0,23.004860161591054,0.0,470.79390753220446
95.0,23.004860161591054,0.0,477.1841464658959
96.0,23.004860161591054,0.0,483.57438539958724
97.0,23.004860161591054,0.0,489.96462433327866
98.0,23.004860161591054,0.0,496.35486326697
99.0,24.005071472964573,0.0,502.8840204383027
100.0,24.005071472964573,0.0,509.5520958476424
101.0,24.005071472964573,0.0,516.2201712562503
102.0,24.005071472964573,0.0,522.8882466652242
103.0,24.005071472964573,0.0,529.556322074198
104.0,24.005071472964573,0.0,536.2243974831717
105.0,24.005071472964573,0.0,542.8924728921456
106.0,23.004860161591054,0.0,549.4216300634782
107.0,23.004860161591054,0.0,555.8118689971697
108.0,21.004437538844,0.0,561.9242714555786
109.0,21.004437538844,0.0,567.7588374387052
110.0,21.004437538844,0.0,573.5934034218317
111.0,18.00380360472343,0.0,579.0112146920346
112.0,18.00380360472343,0.0,584.012271248582
113.0,16.00338098197638,0.0,588.7354913302129
114.0,13.002747047855811,0.0,592.7641202229058
115.0,13.002747047855811,0.0,596.375994403773
116.0,11.002324425108764,0.0,599.710032107894
117.0,11.002324425108764,0.0,602.7662333370985
118.0,11.002324425108764,0.0,605.822434566303
119.0,11.002324425108764,0.0,608.8786357955074
120.0,11.002324425108764,0.0,611.9348370247119
120.0,11.002324425108764,0.0,614.9910382535505
121.0,10.00211311373524,0.0,617.9083212454797
122.0,10.00211311373524,0.0,620.6866859994017
122.99999999999999,10.00211311373524,0.0,623.4650507533238
124.00000000000001,6.001267868241144,0.0,625.687742556315
125.00000000000001,6.001267868241144,0.0,627.3547614087415
126.0,2.000422622747048,0.0,628.4661073102371
127.0,0.0,0.0,628.7439437855195
128.0,3.000633934120572,0.0,629.1606984984431
129.0,0.0,0.0,629.5774532110009
138.0,0.0,0.0,629.5774532110009
139.0,2.000422622747048,0.0,629.8552896866493
140.0,2.000422622747048,0.0,630.4109626372141
141.0,3.000633934120572,0.0,631.105553826152
142.0,5.00105655686762,0.0,632.2168997276476
143.0,5.00105655686762,0.0,633.6060821044257
144.0,5.00105655686762,0.0,634.9952644812038
145.0,5.00105655686762,0.0,636.3844468579819
146.0,3.000633934120572,0.0,637.4957927594775
147.0,3.000633934120572,0.0,638.3293021856907
148.0,3.000633934120572,0.0,639.162811611904
149.0,3.000633934120572,0.0,639.9963210381171
150.0,3.000633934120572,0.0,640.8298304643304
150.0,3.000633934120572,0.0,641.6633398905435
151.0,2.000422622747048,0.0,642.3579310791156
152.0,2.000422622747048,0.0,642.9136040300464
153.0,2.000422622747048,0.0,643.4692769806112
154.0,2.000422622747048,0.0,644.0249499319079
155.0,2.000422622747048,0.0,644.5806228824728
156.0,0.0,0.0,644.8584593581211
157.0,0.0,0.0,644.8584593581211
158.0,2.000422622747048,0.0,645.1362958334036
159.0,2.000422622747048,0.0,645.6919687843343
160.0,2.000422622747048,0.0,646.2476417352651
161.0,2.000422622747048,0.0,646.8033146861959
162.0,2.000422622747048,0.0,647.3589876367607
163.0,2.000422622747048,0.0,647.9146605880575
164.0,2.000422622747048,0.0,648.4703335389883
165.0,2.000422622747048,0.0,649.0260064899189
166.0,2.000422622747048,0.0,649.5816794404839
167.0,0.0,0.0,649.8595159161322
3978.0,0.0,0.0,649.8595159161322
3979.0,2.000422622747048,0.0,650.1373523914147
3979.9999999999995,2.000422622747048,0.0,650.6930253423454
3980.9999999999995,3.000633934120572,0.0,651.3876165309174
3981.9999999999995,5.00105655686762,0.0,652.498962432413
3983.0000000000005,5.00105655686762,0.0,653.8881448088251
3984.0000000000005,6.001267868241144,0.0,655.4162454236103
3985.0000000000005,6.001267868241144,0.0,657.0832642760367
3986.0,6.001267868241144,0.0,658.7502831284633
3987.0,8.001690490988192,0.0,660.6951384558062
3988.0,10.00211311373524,0.0,663.1956667348117
3989.0,10.00211311373524,0.0,665.9740314883678
3990.0,10.00211311373524,0.0,668.7523962422899
3991.0,11.002324425108764,0.0,671.6696792338531
3992.0,11.002324425108764,0.0,674.7258804630576
3993.0,14.002958359229336,0.0,678.1988364051857
3994.0,14.002958359229336,0.0,682.0885470602375
3994.9999999999995,16.00338098197638,0.0,686.2560941913035
3995.9999999999995,16.00338098197638,0.0,690.7014777972861
3996.9999999999995,18.00380360472343,0.0,695.4246978789171
3998.0000000000005,18.00380360472343,0.0,700.4257544358304
3999.0000000000005,18.00380360472343,0.0,705.4268109927436
4000.0000000000005,19.004014916096956,0.0,710.5667857872983
4001.0,19.004014916096956,0.0,715.845678819494
4002.0,19.004014916096956,0.0,721.1245718516898
4003.0,21.004437538844,0.0,726.681301359168
4004.0,21.004437538844,0.0,732.5158673426604
4005.0,23.004860161591054,0.0,738.6282698007035
4006.0,23.004860161591054,0.0,745.0185087343948
4007.0,23.004860161591054,0.0,751.4087476680862
4008.0,23.004860161591054,0.0,757.7989866017776
