Time (s),Vehicle speed (km/h),Road grade (%),Cumulative distance (m)
0.0,0.0,0.0,0.0
1.0,2.000422622747048,0.0,0.27783647546538986
2.0,2.000422622747048,0.0,0.8335094262132088
3.0,3.000633934120572,0.0,1.5281006146022422
4.0,5.00105655686762,0.0,2.63944651609788
5.0,6.001267868241144,0.0,4.167547130700123
6.0,8.001690490988192,0.0,6.112402458408969
7.0,10.00211311373524,0.0,8.612930736865634
8.0,11.002324425108764,0.0,11.530213728428905
9.0,11.002324425108764,0.0,14.586414957633389
10.0,14.002958359229336,0.0,18.05937089994448
11.0,14.002958359229336,0.0,21.94908155536217
12.0,16.00338098197638,0.0,26.116628686062295
13.0,19.004014916096956,0.0,30.97876700515145
14.0,19.004014916096956,0.0,36.25766003734721
15.0,19.004014916096956,0.0,41.53655306954297
16.0,19.004014916096956,0.0,46.81544610173873
17.0,19.004014916096956,0.0,52.09433913393449
18.0,16.00338098197638,0.0,56.956477453023645
19.0,14.002958359229336,0.0,61.12402458372377
20.0,14.002958359229336,0.0,65.01373523914147
21.0,14.002958359229336,0.0,68.90344589455916
22.0,14.002958359229336,0.0,72.79315654997684
23.0,14.002958359229336,0.0,76.68286720539454
24.0,16.00338098197638,0.0,80.85041433609466
25.0,19.004014916096956,0.0,85.71255265518381
26.0,21.004437538844,0.0,91.26928216284497
27.0,21.004437538844,0.0,97.10384814578855
28.0,18.00380360472343,0.0,102.52165941580849
29.0,16.00338098197638,0.0,107.24487949725642
30.0,16.00338098197638,0.0,111.69026310342194
31.000000000000004,10.00211311373524,0.0,115.30213728337424
32.0,10.00211311373524,0.0,118.08050203711333
33.0,8.001690490988192,0.0,120.58103031557
34.0,8.001690490988192,0.0,122.80372211856128
35.0,8.001690490988192,0.0,125.02641392155256
36.0,8.001690490988192,0.0,127.24910572454382
37.0,10.00211311373524,0.0,129.7496340030005
38.0,13.002747047855811,0.0,132.9447534698462
39.0,14.002958359229336,0.0,136.69554588743972
40.0,18.00380360472343,0.0,141.14092949360523
41.0,18.00380360472343,0.0,146.14198605051857
