Time (s),Vehicle speed (km/h),Road grade (%),Cumulative distance (m)
0.0,0.0,0.0,0.0
1.0,2.000422622747048,0.0,0.27783647528242905
2.0,5.00105655686762,0.0,1.2502641391368523
3.0,6.001267868241144,0.0,2.7783647535561338
4.0,10.00211311373524,0.0,5.001056556547409
5.004,11.002324425108764,0.0,7.930008680249648
6.0,11.002324425108764,0.0,10.973985104582688
7.004,11.002324425108764,0.0,14.04241113939046
8.0,13.002747047855811,0.0,17.36311269207729
9.0,16.00338098197638,0.0,21.39174158477028
10.0,18.00380360472343,0.0,26.11496166603526
11.0,18.00380360472343,0.0,31.116018222582667
12.0,18.00380360472343,0.0,36.11707477913008
13.0,18.00380360472343,0.0,41.11813133567749
14.0,18.00380360472343,0.0,46.1191878922249
15.004,16.00338098197638,0.0,50.86130085371248
16.0,14.002958359229336,0.0,55.01217779585175
17.0,14.002958359229336,0.0,58.901888451269436
18.0,14.002958359229336,0.0,62.79159910668713
19.0,14.002958359229336,0.0,66.68130976210483
20.0,16.00338098197638,0.0,70.84885689280495
21.0,14.002958359229336,0.0,75.01640402350507
22.004,13.002747047855811,0.0,78.78219961091314
23.0,11.002324425108764,0.0,82.10290116433181
24.0,10.00211311373524,0.0,85.02018415589508
25.0,8.001690490988192,0.0,87.52071243416879
26.0,8.001690490988192,0.0,89.74340423716006
27.0,5.00105655686762,0.0,91.54934132686178
28.0,3.000633934120572,0.0,92.66068722872333
29.0,0.0,0.0,93.0774419420129
47.0,0.0,0.0,93.0774419420129
47.0,0.0,0.0,93.0774419420129
48.0,3.000633934120572,0.0,93.49419665530246
49.0,6.001267868241144,0.0,94.74446079443932
50.0,8.001690490988192,0.0,96.68931612214816
51.0,10.00211311373524,0.0,99.18984440042186
52.0,13.002747047855811,0.0,102.38496386726756
53.0,14.002958359229336,0.0,106.13575628467812
54.0,14.002958359229336,0.0,110.02546694009581
55.0,16.00338098197638,0.0,114.19301407079594
56.0,18.00380360472343,0.0,118.91623415206092
57.0,18.00380360472343,0.0,123.91729070860833
58.0,16.00338098197638,0.0,128.6405107898733
59.0,16.00338098197638,0.0,133.08589439585586
60.0,13.002747047855811,0.0,137.11452328854884
61.0,11.002324425108764,0.0,140.44856099340168
62.00000000000001,10.00211311373524,0.0,143.36584398496495
63.0,8.001690490988192,0.0,145.8663722639705
64.0,6.001267868241144,0.0,147.8112275909475
65.0,8.001690490988192,0.0,149.75608291865635
66.0,10.00211311373524,0.0,152.25661119693007
67.0,11.002324425108764,0.0,155.17389418849334
68.0,13.002747047855811,0.0,158.50793189334615
69.0,14.002958359229336,0.0,162.25872431075672
70.0,19.004014916096956,0.0,166.8430261547464
71.0,23.004860161591054,0.0,172.67759213787295
72.0,26.005494095711622,0.0,179.48458578485392
73.0,27.00570540708515,0.0,186.8472523816679
74.0,29.006128029832194,0.0,194.62667369323512
75.0,32.006761963952776,0.0,203.10068619264248
76.0,34.007184586699815,0.0,212.26928987989004
77.0,37.007818520820386,0.0,222.13248475570956
77.0,37.007818520820386,0.0,231.99567963152907
78.0,39.00824114356743,0.0,242.5534656959206
79.0,40.00845245494096,0.0,253.5280064736017
80.0,42.008875077688,0.0,264.91930196457236
81.004,42.008875077688,0.0,276.6351104586494
82.0,42.008875077688,0.0,288.25756589634665
83.0,42.008875077688,0.0,299.9266978633316
84.0,40.00845245494096,0.0,311.31799335430225
85.0,39.00824114356743,0.0,322.29253413271516
86.0,37.007818520820386,0.0,332.8503201963748
87.0,34.007184586699815,0.0,342.71351507219435
88.0,31.006550652579243,0.0,351.74320052289846
89.0,27.00570540708515,0.0,359.8004583082844
90.0,26.005494095711622,0.0,367.1631249058302
91.0,21.004437538844,0.0,373.6922820775288
92.0,18.00380360472343,0.0,379.11009334736576
93.0,13.002747047855811,0.0,383.416558716073
94.0,10.00211311373524,0.0,386.6116781829187
95.0,8.001690490988192,0.0,389.1122064611924
96.0,5.00105655686762,0.0,390.91814355016226
97.0,2.000422622747048,0.0,391.89057121474855
98.0,0.0,0.0,392.16840769003096
102.0,0.0,0.0,392.16840769003096
103.0,2.000422622747048,0.0,392.4462441653134
104.0,5.00105655686762,0.0,393.4186718291678
105.0,11.002324425108764,0.0,395.6413636321591
106.0,18.00380360472343,0.0,399.6699925248521
107.0,23.004860161591054,0.0,405.3656402699715
107.0,23.004860161591054,0.0,411.0612880150909
108.0,27.00570540708515,0.0,418.00719989934714
109.0,32.006761963952776,0.0,426.2033759234721
110.0,39.00824114356743,0.0,436.06657079929164
111.0,45.009509011808575,0.0,447.73570276481286
112.0,50.0105655686762,0.0,460.93293534548525
113.0,53.011199502796764,0.0,475.2415138272873
114.0,55.01162212554381,0.0,490.24468349766136
115.0,58.01225605966439,0.0,505.94244435660744
116.0,60.01267868241145,0.0,522.3347964041255
117.0,63.013312616532005,0.0,539.4217396402156
118.0,64.01352392790554,0.0,557.0643558268705
119.0,66.01394655065258,0.0,575.123726726815
120.0,66.01394655065258,0.0,593.4609341020418
121.0,68.01436917339963,0.0,612.0759779525512
122.0,68.01436917339963,0.0,630.968858278343
122.99999999999999,68.01436917339963,0.0,649.8617386041348
124.00000000000001,68.01436917339963,0.0,668.7546189299264
125.00000000000001,69.01458048477315,0.0,687.7864174937254
126.0,69.01458048477315,0.0,706.9571342947996
127.0,66.01394655065258,0.0,725.7110963833161
128.0,64.01352392790554,0.0,743.7704672832606
129.0,64.01352392790554,0.0,761.5520017086544
130.0,64.01352392790554,0.0,779.3335361325846
131.0,64.01352392790554,0.0,797.1150705572467
132.0,64.01352392790554,0.0,814.8966049819087
133.0,64.01352392790554,0.0,832.6781394065707
134.0,64.01352392790554,0.0,850.4596738312329
135.0,64.01352392790554,0.0,868.2412082573586
136.0,64.01352392790554,0.0,886.0227426805569
137.0,63.013312616532005,0.0,903.6653588672118
137.0,63.013312616532005,0.0,921.3079750538667
138.0,61.01288999378495,0.0,938.5338365272321
139.0,60.01267868241145,0.0,955.3429432880397
140.0,56.01183343691734,0.0,971.4574588602753
141.0,55.01162212554381,0.0,986.877383243939
142.0,53.011199502796764,0.0,1001.8805529143131
143.0,51.01077688004972,0.0,1016.3280496341223
144.0,50.0105655686762,0.0,1030.3587916406418
145.0,48.01014294592915,0.0,1043.9727789353358
146.0,45.009509011808575,0.0,1056.892175039262
147.0,43.00908638906153,0.0,1069.1169799575437
148.0,40.00845245494096,0.0,1080.6471936850576
149.0,37.007818520820386,0.0,1091.3438979881882
150.0,34.007184586699815,0.0,1101.2070928632759
151.0,31.006550652579243,0.0,1110.2367783132481
152.004,27.00570540708515,0.0,1118.3262651302907
153.0,26.005494095711622,0.0,1125.6594810616718
154.0,24.005071472964573,0.0,1132.605392945928
155.0,23.004860161591054,0.0,1139.1345501176268
156.0,21.004437538844,0.0,1145.2469525760357
157.0,18.00380360472343,0.0,1150.6647638458726
158.004,11.002324425108764,0.0,1154.7095072554916
159.0,11.002324425108764,0.0,1157.7534836790928
160.0,10.00211311373524,0.0,1160.6707666706561
161.0,10.00211311373524,0.0,1163.4491314242123
162.0,10.00211311373524,0.0,1166.2274961777684
163.0,14.002958359229336,0.0,1169.5615338826212
164.004,19.004014916096956,0.0,1174.1641729337352
165.0,23.004860161591054,0.0,1179.9754006525839
166.0,27.00570540708515,0.0,1186.92131253684
167.004,31.006550652579243,0.0,1195.0107993538827
167.004,31.006550652579243,0.0,1203.1002861716574
168.0,32.006761963952776,0.0,1211.8171277491983
169.004,35.00739589807334,0.0,1221.1618797625317
170.0,39.00824114356743,0.0,1231.400709553337
171.0,42.008875077688,0.0,1242.6530868063005
172.004,45.009509011808575,0.0,1254.7873170322307
173.0,45.009509011808575,0.0,1267.2399478586485
174.0,47.009931634555635,0.0,1280.0204257260311
175.0,45.009509011808575,0.0,1292.800903593414
176.0,45.009509011808575,0.0,1305.3035449855145
177.0,43.00908638906153,0.0,1317.5283499023324
178.004,42.008875077688,0.0,1329.383632306783
179.0,42.008875077688,0.0,1341.0060877452122
180.0,42.008875077688,0.0,1352.675219712197
181.0,40.00845245494096,0.0,1364.066515202436
182.0,40.00845245494096,0.0,1375.1799742166604
183.0,39.00824114356743,0.0,1386.1545149950734
184.0,37.007818520820386,0.0,1396.7123010594648
185.0,35.00739589807334,0.0,1406.7144141732915
186.0,34.007184586699815,0.0,1416.2997725738287
187.0,32.006761963952776,0.0,1425.4683762610762
188.0,29.006128029832194,0.0,1433.9423887604835
189.0,27.00570540708515,0.0,1441.721810071319
190.0,24.005071472964573,0.0,1448.8066401935823
191.0,21.004437538844,0.0,1455.0579608899984
192.0,18.00380360472343,0.0,1460.4757721598355
193.0,18.00380360472343,0.0,1465.476828715651
194.0,13.002747047855811,0.0,1469.7832940850901
195.0,13.002747047855811,0.0,1473.3951682652253
196.0,11.002324425108764,0.0,1476.7292059693464
197.0,10.00211311373524,0.0,1479.6464889609097
197.0,10.00211311373524,0.0,1482.5637719532047
198.0,6.001267868241144,0.0,1484.786463756196
199.0,5.00105655686762,0.0,1486.3145643706152
200.0,2.000422622747048,0.0,1487.2869920344697
201.0,0.0,0.0,1487.564828509752
266.0,0.0,0.0,1487.564828509752
267.0,6.001267868241144,0.0,1488.3983379348676
268.0,11.002324425108764,0.0,1490.7599479780615
269.0,18.00380360472343,0.0,1494.7885768707545
270.0,23.004860161591054,0.0,1500.4842246144103
271.0,27.00570540708515,0.0,1507.4301364986666
272.0,31.006550652579243,0.0,1515.4873942847844
