Time (s),Vehicle speed (km/h),Road grade (%),Cumulative distance (m)
0.0,6.001267868241144,0.0,0.0
1.0,6.001267868241144,0.0,1.6670188521519764
2.0,6.001267868241144,0.0,3.334037704395433
3.0,6.001267868241144,0.0,5.00105655673037
4.0,6.001267868241144,0.0,6.668075408882347
5.0,6.001267868241144,0.0,8.335094261125803
6.0,6.001267868241144,0.0,10.00211311336926
7.0,6.001267868241144,0.0,11.669131965612717
8.0,6.001267868241144,0.0,13.336150817856174
9.0,6.001267868241144,0.0,15.003169670191111
10.0,6.001267868241144,0.0,16.67018852234309
11.0,6.001267868241144,0.0,18.337207374586544
12.0,6.001267868241144,0.0,20.004226226830003
13.0,6.001267868241144,0.0,21.671245079073458
14.0,6.001267868241144,0.0,23.338263931316916
14.997,6.001267868241144,0.0,25.000281727047003
16.0,6.001267868241144,0.0,26.672301635986788
17.0,6.001267868241144,0.0,28.339320488138764
18.0,6.001267868241144,0.0,30.006339340382223
19.0,6.001267868241144,0.0,31.673358192625678
20.0,6.001267868241144,0.0,33.340377044869136
21.0,6.001267868241144,0.0,35.007395897112595
22.0,6.001267868241144,0.0,36.67441474944753
23.0,6.001267868241144,0.0,38.341433601599505
24.0,6.001267868241144,0.0,40.00845245384296
25.0,6.001267868241144,0.0,41.67547130599494
26.0,6.001267868241144,0.0,43.34249015832987
27.0,6.001267868241144,0.0,45.00950901057333
28.0,6.001267868241144,0.0,46.67652786281679
29.0,6.001267868241144,0.0,48.34354671506025
30.0,6.001267868241144,0.0,50.01056556739518
30.996999999999996,6.001267868241144,0.0,51.672583363033795
32.0,6.001267868241144,0.0,53.3446032718821
33.0,8.001690490988192,0.0,55.289458599590944
34.0,8.001690490988192,0.0,57.5121504026737
35.0,10.00211311373524,0.0,60.01267868113037
36.0,10.00211311373524,0.0,62.79104343496094
37.0,10.00211311373524,0.0,65.56940818879151
38.0,10.00211311373524,0.0,68.34777294262209
39.0,10.00211311373524,0.0,71.12613769645267
40.0,10.00211311373524,0.0,73.90450245028325
41.0,10.00211311373524,0.0,76.68286720411382
42.0,8.001690490988192,0.0,79.18339548257048
43.0,8.001690490988192,0.0,81.40608728565324
44.0,8.001690490988192,0.0,83.62877908882747
45.0,8.001690490988192,0.0,85.85147089172727
46.0,8.001690490988192,0.0,88.0741626949015
47.0,8.001690490988192,0.0,90.29685449798426
48.0,8.001690490988192,0.0,92.51954630106702
49.0,8.001690490988192,0.0,94.74223810414978
50.0,8.001690490988192,0.0,96.96492990723253
51.0,8.001690490988192,0.0,99.18762171031528
52.0,8.001690490988192,0.0,101.41031351348953
53.0,8.001690490988192,0.0,103.63300531657228
54.0,8.001690490988192,0.0,105.85569711965503
55.0,8.001690490988192,0.0,108.07838892264631
56.0,8.001690490988192,0.0,110.30108072572907
57.0,8.001690490988192,0.0,112.52377252881182
58.0,8.001690490988192,0.0,114.74646433189459
59.0,8.001690490988192,0.0,116.96915613497734
60.0,8.001690490988192,0.0,119.19184793796862
61.0,8.001690490988192,0.0,121.41453974123432
62.00000000000001,8.001690490988192,0.0,123.63723154431709
63.0,8.001690490988192,0.0,125.85992334730837
64.0,8.001690490988192,0.0,128.08261515039112
65.0,6.001267868241144,0.0,130.02747047809996
66.0,6.001267868241144,0.0,131.69448933034343
67.0,6.001267868241144,0.0,133.36150818267836
68.0,6.001267868241144,0.0,135.02852703473886
69.0,6.001267868241144,0.0,136.6955458870738
70.0,6.001267868241144,0.0,138.36256473940873
71.0,6.001267868241144,0.0,140.0295835915607
72.0,6.001267868241144,0.0,141.69660244380415
72.997,6.001267868241144,0.0,143.35862023953425
74.0,6.001267868241144,0.0,145.03064014838256
75.0,6.001267868241144,0.0,146.697659000626
76.0,6.001267868241144,0.0,148.36467785286948
77.0,6.001267868241144,0.0,150.03169670511292
78.0,6.001267868241144,0.0,151.6987155572649
79.0,6.001267868241144,0.0,153.36573440959984
80.0,6.001267868241144,0.0,155.03275326184328
81.0,6.001267868241144,0.0,156.69977211408676
82.0,6.001267868241144,0.0,158.3667909663302
83.0,6.001267868241144,0.0,160.03380981866513
84.0,6.001267868241144,0.0,161.70082867072566
85.0,6.001267868241144,0.0,163.3678475230606
86.0,6.001267868241144,0.0,165.03486637530403
87.0,6.001267868241144,0.0,166.70188522745602
87.997,5.00105655686762,0.0,168.2254015402772
89.0,5.00105655686762,0.0,169.61875146428696
90.0,3.000633934120572,0.0,170.7300973657826
91.0,2.000422622747048,0.0,171.42468855426313
92.0,0.0,0.0,171.70252502963703
102.0,0.0,0.0,171.70252502963703
103.0,2.000422622747048,0.0,171.98036150501093
104.0,3.000633934120572,0.0,172.67495269339997
105.0,3.000633934120572,0.0,173.50846211961317
106.0,5.00105655686762,0.0,174.6198080211088
